Sex,Team,NOC,Games,Year,Season,City,Sport,Medal
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Sailing,Silver
M,Syria,SYR,2004 Summer,2004,Summer,Athina,Boxing,Bronze
M,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Bronze
M,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Shooting,Bronze
M,Kuwait,KUW,2012 Summer,2012,Summer,London,Shooting,Bronze
M,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Equestrianism,Bronze
M,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Equestrianism,Bronze
M,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Gold
M,United Arab Emirates,UAE,2004 Summer,2004,Summer,Athina,Shooting,Gold
M,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Equestrianism,Bronze
M,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Silver
F,Spain,ESP,2012 Summer,2012,Summer,London,Sailing,Gold
M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Basketball,Silver
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Wrestling,Silver
M,Pakistan,PAK,1956 Summer,1956,Summer,Melbourne,Hockey,Silver
M,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Gold
M,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Silver
M,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Bronze
M,Finland,FIN,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Gold
M,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Sailing,Bronze
M,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Silver
M,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Silver
M,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Bronze
M,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Gold
M,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Silver
M,France-3,FRA,1920 Summer,1920,Summer,Antwerpen,Tennis,Bronze
M,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Bronze
M,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Silver
M,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Cycling,Bronze
M,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Silver
M,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Gold
M,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Silver
M,Martha-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Bronze
M,Hungary,HUN,1960 Summer,1960,Summer,Roma,Football,Bronze
F,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Bronze
M,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gold
M,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Bronze
M,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Rowing,Bronze
M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,Gold
M,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Rowing,Bronze
M,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Rowing,Gold
F,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Speed Skating,Bronze
F,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
M,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Sailing,Gold
F,United States,USA,1952 Winter,1952,Winter,Oslo,Figure Skating,Silver
F,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Gold
M,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Silver
M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Wrestling,Bronze
M,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Bronze
M,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Boxing,Silver
M,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Boxing,Gold
M,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Cycling,Silver
M,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Cycling,Silver
M,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Cycling,Silver
M,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Gold
F,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Bronze
M,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Silver
M,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Silver
F,New Zealand,NZL,2012 Summer,2012,Summer,London,Sailing,Gold
M,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Athletics,Gold
M,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Athletics,Gold
M,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Athletics,Bronze
M,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Gold
M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Weightlifting,Silver
M,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Bronze
M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Gold
M,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Gold
M,Soviet Union-2,URS,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bronze
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Silver
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Rowing,Gold
M,Armenia,ARM,2012 Summer,2012,Summer,London,Wrestling,Bronze
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Weightlifting,Gold
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Weightlifting,Gold
F,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Diving,Bronze
M,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Bronze
F,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Basketball,Silver
F,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Bronze
M,United States,USA,1932 Summer,1932,Summer,Los Angeles,Fencing,Bronze
M,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Rowing,Silver
M,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Silver
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Lacrosse,Silver
F,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Silver
M,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Fencing,Silver
F,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Bronze
M,France,FRA,1984 Summer,1984,Summer,Los Angeles,Judo,Bronze
M,France,FRA,1988 Summer,1988,Summer,Seoul,Judo,Gold
M,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Bronze
M,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Silver
M,Romania,ROU,1980 Summer,1980,Summer,Moskva,Wrestling,Silver
M,Romania,ROU,1972 Summer,1972,Summer,Munich,Boxing,Silver
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Diving,Bronze
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Diving,Silver
M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,Bronze
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Bronze
M,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Football,Gold
M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Gold
M,Sweden,SWE,1924 Summer,1924,Summer,Paris,Football,Bronze
M,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Gold
M,Heatherbell,FIN,1912 Summer,1912,Summer,Stockholm,Sailing,Bronze
M,Brazil,BRA,1948 Summer,1948,Summer,London,Basketball,Bronze
M,Brazil,BRA,1960 Summer,1960,Summer,Roma,Basketball,Bronze
M,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Gold
F,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,Silver
M,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Gold
M,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Gold
M,India,IND,1964 Summer,1964,Summer,Tokyo,Hockey,Gold
M,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Silver
M,Iran,IRI,1972 Summer,1972,Summer,Munich,Wrestling,Silver
M,France,FRA,1908 Summer,1908,Summer,London,Fencing,Gold
M,France,FRA,1908 Summer,1908,Summer,London,Fencing,Gold
M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,Gold
M,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,Bronze
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Silver
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Gold
M,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Bronze
F,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Silver
M,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,Gold
M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Shooting,Bronze
M,Greece,GRE,1906 Summer,1906,Summer,Athina,Gymnastics,Gold
M,Brazil-1,BRA,2012 Summer,2012,Summer,London,Beach Volleyball,Silver
M,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Bronze
F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Gold
M,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,Silver
M,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,Gold
M,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,Gold
F,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,Bronze
M,France,FRA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Alpine Skiing,Bronze
M,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Boxing,Bronze
M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Sailing,Bronze
M,France,FRA,1992 Winter,1992,Winter,Albertville,Freestyle Skiing,Silver
M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Shooting,Bronze
M,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Shooting,Silver
M,USFSA,FRA,1900 Summer,1900,Summer,Paris,Football,Silver
M,United States,USA,1972 Summer,1972,Summer,Munich,Sailing,Gold
M,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Bronze
F,Austria,AUT,2004 Summer,2004,Summer,Athina,Triathlon,Gold
F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Gold
M,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Gold
M,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Gold
M,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Gold
M,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Gold
M,United States,USA,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Bronze
M,United States,USA,1920 Summer,1920,Summer,Antwerpen,Polo,Bronze
M,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Gold
M,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Bronze
F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Bronze
F,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Silver
F,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Bronze
F,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Bronze
M,Heira II,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Gold
M,Nykjbings paa Falster,DEN,1912 Summer,1912,Summer,Stockholm,Rowing,Gold
M,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Bronze
M,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Equestrianism,Silver
M,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Equestrianism,Gold
M,Canada,CAN,1936 Summer,1936,Summer,Berlin,Basketball,Silver
M,Ireland-2,GBR,1908 Summer,1908,Summer,London,Hockey,Silver
M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Fencing,Gold
F,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Gold
F,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Gold
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Bronze
F,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Bronze
M,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Bronze
M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Gold
M,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Silver
M,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Fencing,Silver
M,Mohawk Indians-2,CAN,1904 Summer,1904,Summer,St. Louis,Lacrosse,Bronze
M,Tornado,SWE,1952 Summer,1952,Summer,Helsinki,Sailing,Silver
M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Bronze
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Bronze
M,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Bronze
M,Elsie,SWE,1920 Summer,1920,Summer,Antwerpen,Sailing,Silver
M,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Bronze
M,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Gold
M,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Silver
F,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Bronze
M,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Bronze
F,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Silver
M,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Gold
M,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Silver
M,Norway,NOR,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Gold
M,Norway,NOR,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Gold
M,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Gold
M,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Gold
F,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Silver
F,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Silver
F,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Bronze
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Fencing,Silver
F,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Gold
M,Switzerland-1,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Gold
M,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,Bronze
F,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Silver
M,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Athletics,Bronze
F,Great Britain,GBR,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Bronze
F,Great Britain,GBR,1952 Winter,1952,Winter,Oslo,Figure Skating,Gold
M,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Bronze
M,Spain,ESP,1928 Summer,1928,Summer,Amsterdam,Equestrianism,Gold
M,Cuba,CUB,1972 Summer,1972,Summer,Munich,Basketball,Bronze
M,Cuba,CUB,2012 Summer,2012,Summer,London,Boxing,Bronze
F,Colombia,COL,2012 Summer,2012,Summer,London,Judo,Bronze
M,Italy-2,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Silver
M,Italy-2,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Silver
M,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Silver
M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Equestrianism,Bronze
M,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,Bronze
M,Egypt,EGY,2004 Summer,2004,Summer,Athina,Boxing,Silver
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Bronze
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Gold
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Gold
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Fencing,Gold
M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Bronze
M,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Bronze
M,Luxembourg,LUX,1920 Summer,1920,Summer,Antwerpen,Weightlifting,Silver
M,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Bronze
M,Mound City Rowing Club-2,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Silver
F,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Bronze
F,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Bronze
F,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Silver
F,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gold
F,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gold
F,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gold
F,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Bronze
M,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Bronze
M,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Water Polo,Gold
F,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Luge,Bronze
M,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Bronze
M,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Bronze
M,Ghana,GHA,1972 Summer,1972,Summer,Munich,Boxing,Bronze
M,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Silver
M,France,FRA,1996 Summer,1996,Summer,Atlanta,Shooting,Bronze
M,France,FRA,1996 Summer,1996,Summer,Atlanta,Shooting,Gold
M,Spain,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Silver
M,Spain,ESP,1960 Summer,1960,Summer,Roma,Hockey,Bronze
M,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Silver
M,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Silver
M,Spain,ESP,1932 Summer,1932,Summer,Los Angeles,Sailing,Bronze
F,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Sailing,Bronze
M,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Silver
M,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Volleyball,Gold
M,Brazil,BRA,1960 Summer,1960,Summer,Roma,Basketball,Bronze
M,Brazil,BRA,1964 Summer,1964,Summer,Tokyo,Basketball,Bronze
M,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Football,Gold
M,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Silver
M,Italy,ITA,1960 Summer,1960,Summer,Roma,Water Polo,Gold
M,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Silver
F,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Silver
F,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Gold
M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Bronze
M,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Water Polo,Gold
M,Ali-Baba II,SWE,1948 Summer,1948,Summer,London,Sailing,Bronze
M,East Germany-1,GDR,1972 Summer,1972,Summer,Munich,Canoeing,Gold
M,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Silver
M,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Rowing,Silver
M,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Bronze
M,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Gold
M,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Gold
M,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,Gold
M,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,Gold
M,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Ski Jumping,Gold
M,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Ski Jumping,Gold
M,Favorite Hammonia-3,GER,1900 Summer,1900,Summer,Paris,Rowing,Bronze
M,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Equestrianism,Silver
M,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Football,Gold
M,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Silver
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Shooting,Gold
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Shooting,Bronze
F,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Bronze
F,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Bronze
M,Botswana,BOT,2012 Summer,2012,Summer,London,Athletics,Silver
F,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Gold
M,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Shooting,Bronze
M,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Shooting,Bronze
M,Armenia,ARM,2008 Summer,2008,Summer,Beijing,Wrestling,Bronze
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Fencing,Silver
M,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Gold
M,Frankfurt Club,GER,1900 Summer,1900,Summer,Paris,Rugby,Silver
M,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,Silver
M,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,Bronze
M,France,FRA,1928 Summer,1928,Summer,Amsterdam,Fencing,Silver
F,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Bronze
M,Norway,NOR,1908 Summer,1908,Summer,London,Gymnastics,Silver
M,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Bronze
M,Norway,NOR,1968 Summer,1968,Summer,Mexico City,Canoeing,Gold
M,Norway,NOR,1972 Summer,1972,Summer,Munich,Canoeing,Bronze
M,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Football,Gold
M,Canada,CAN,1936 Summer,1936,Summer,Berlin,Canoeing,Gold
M,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Judo,Gold
M,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Wrestling,Bronze
M,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Wrestling,Gold
M,South Korea-2,KOR,1988 Summer,1988,Summer,Seoul,Table Tennis,Bronze
F,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Handball,Bronze
F,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Judo,Silver
F,North Korea,PRK,2012 Summer,2012,Summer,London,Judo,Gold
F,South Korea,KOR,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Gold
M,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Bronze
M,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Gold
M,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Gold
M,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Gold
M,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Boxing,Silver
M,China,CHN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Silver
M,China,CHN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Bronze
M,China,CHN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,Bronze
F,China,CHN,1996 Summer,1996,Summer,Atlanta,Softball,Silver
F,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Volleyball,Bronze
F,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Volleyball,Bronze
M,Canada-1,CAN,1964 Winter,1964,Winter,Innsbruck,Bobsleigh,Gold
M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Canoeing,Bronze
F,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Silver
M,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Cycling,Silver
F,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Handball,Silver
F,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Gold
M,Croatia,CRO,2004 Summer,2004,Summer,Athina,Tennis,Bronze
M,Netherlands,NED,1952 Summer,1952,Summer,Helsinki,Hockey,Silver
M,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Gold
M,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,Silver
M,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,Gold
M,Switzerland-1,SUI,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Silver
F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Hockey,Bronze
M,Denmark,DEN,1906 Summer,1906,Summer,Athina,Football,Gold
M,Norway,NOR,1928 Winter,1928,Winter,Sankt Moritz,Ski Jumping,Gold
M,Denmark,DEN,1908 Summer,1908,Summer,London,Wrestling,Bronze
F,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Handball,Gold
F,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Football,Bronze
M,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Gymnastics,Bronze
F,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Handball,Gold
F,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Gold
M,Denmark,DEN,1906 Summer,1906,Summer,Athina,Gymnastics,Silver
M,Norway,NOR,1900 Summer,1900,Summer,Paris,Athletics,Bronze
M,Norway,NOR,1906 Summer,1906,Summer,Athina,Gymnastics,Gold
M,Norway,NOR,1908 Summer,1908,Summer,London,Gymnastics,Silver
M,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gold
M,Denmark,DEN,1948 Summer,1948,Summer,London,Rowing,Gold
M,Denmark,DEN,1948 Summer,1948,Summer,London,Canoeing,Silver
M,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Wrestling,Bronze
F,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Gold
F,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Silver
M,Norway,NOR,1952 Winter,1952,Winter,Oslo,Speed Skating,Gold
M,Norway,NOR,1952 Winter,1952,Winter,Oslo,Speed Skating,Gold
M,Norway,NOR,1952 Winter,1952,Winter,Oslo,Speed Skating,Gold
M,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Gymnastics,Bronze
M,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Bronze
M,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Silver
F,Norway,NOR,1988 Summer,1988,Summer,Seoul,Handball,Silver
F,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Gold
F,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Sailing,Gold
M,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Rowing,Gold
M,Denmark,DEN,1908 Summer,1908,Summer,London,Football,Silver
